,Title,Description,Link,Location,Price,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Energy mark,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Cadastre no.,Register number,Kulud suvel/talvel,Number of floors,Additional information,population
4128,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/panipaik-on-hinna-sees-muua-3toaline-korter-kalevi-3388697.html,"59.4260294,24.7672077",241400.0,3.0,71 m²,6/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 2.8 m², box-room, new electricity, high ceilings, furnishing possibility, packet windows, lift, parquet, closed balcony, underground garage","electric stove, kitchen 7.4 m²","bath, toilet room and bathroom separate","central heating, heated floors","Internet, phone, video cameras, security system, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4129,"Apartment for sale, 2 rooms, Võistluse tn 6/3, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/itaalia-kvaliteetne-koogimoobel-on-hinna-sees-muua-3388738.html,"59.4260294,24.7672077",199440.0,2.0,48.1 m²,7/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 10 m², packet windows, parquet, lift, underground garage, box-room, new electricity, high ceilings, furnishing possibility","electric stove, kitchen 7.2 m², open kitchen, refridgerator, kitchen furniture",bath,"central heating, heated floors, conditioner","Internet, phone, security system, video cameras, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4130,"Apartment for sale, 2 rooms, Võistluse tn 6/3, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/avar-2toaline-korter-suureparase-vaatega-muua-2toa-3388733.html,"59.4260294,24.7672077",168510.0,2.0,41.1 m²,7/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"underground garage, parquet, lift, garage, box-room, new electricity, high ceilings, furnishing possibility, packet windows","electric stove, kitchen 3.3 m²",shower,"central heating, heated floors","Internet, phone, frontdoor locked, security system, video cameras","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4131,"Apartment for sale, 3 rooms, Võistluse tn 6/3, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-kalevi-panorama-majas-7-korru-3388739.html,"59.4260294,24.7672077",259150.0,3.0,71 m²,7/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 2.8 m², high ceilings, parquet, lift, closed balcony, underground garage, box-room, new electricity, furnishing possibility, packet windows","electric stove, kitchen 7.3 m², open kitchen","bath, toilet room and bathroom separate","central heating, heated floors","Internet, phone, security system, video cameras, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4132,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-kalevi-panorama-majas-9-korru-3388703.html,"59.4260294,24.7672077",271320.0,3.0,71.4 m²,,2020.0,all brand-new,apartment ownership,B,Data from realestate book,Notify about incorrect advertisement,"balcony 2.8 m², box-room, new electricity, high ceilings, furnishing possibility, packet windows, lift, parquet, closed balcony, underground garage","electric stove, kitchen 7.4 m²","bath, toilet room and bathroom separate","central heating, heated floors","Internet, phone, video cameras, security system, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4133,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/itaalia-koogimoobel-on-hinna-sees-muua-3toaline-ko-3388702.html,"59.4260294,24.7672077",287128.0,3.0,74.3 m²,8/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 9.6 m², packet windows, parquet, lift, underground garage, box-room, new electricity, high ceilings, furnishing possibility, furniture","electric stove, kitchen 8.6 m², refridgerator, kitchen furniture","toilet room and bathroom separate, bath","heated floors, central heating, conditioner","Internet, phone, security system, frontdoor locked, video cameras","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4134,"Apartment for sale, 3 rooms, Võistluse tn 6/3, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/itaalia-koogimoobel-on-hinna-sees-muua-3toaline-ko-3376140.html,"59.4260294,24.7672077",247515.0,3.0,71.5 m²,2/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 3.2 m², lift, closed balcony, garage, underground garage, box-room, new electricity, high ceilings, furnishing possibility, furniture, packet windows, parquet","electric stove, kitchen 8.7 m², open kitchen, refridgerator, kitchen furniture","bath, toilet room and bathroom separate","central heating, heated floors","Internet, phone, frontdoor locked, security system, video cameras","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4135,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/itaalia-koogimoobel-on-hinna-sees-muua-3toaline-ko-3388696.html,"59.4260294,24.7672077",253985.0,3.0,71.3 m²,4/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 3.1 m², high ceilings, garage, lift, closed balcony, underground garage, box-room, new electricity, furnishing possibility, furniture, packet windows, parquet","electric stove, kitchen 8.8 m², refridgerator, kitchen furniture","bath, new sewerage, toilet room and bathroom separate","central heating, heated floors","Internet, phone, security system, video cameras, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4136,"Apartment for sale, 2 rooms, Võistluse tn 6/2, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/itaalia-kvaliteetne-koogimoobel-on-hinna-sees-muua-3382225.html,"59.4260294,24.7672077",173863.0,2.0,41.2 m²,6/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"packet windows, parquet, lift, underground garage, box-room, new electricity, high ceilings, furnishing possibility, furniture","electric stove, kitchen 3.2 m², refridgerator, kitchen furniture",bath,"heated floors, central heating","Internet, phone, frontdoor locked, security system, video cameras","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4137,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-kalevi-panorama-majas-7-korru-3388698.html,"59.4260294,24.7672077",249550.0,3.0,71.3 m²,7/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 2.8 m², box-room, new electricity, high ceilings, furnishing possibility, packet windows, lift, parquet, closed balcony, underground garage","electric stove, kitchen 7.4 m²","bath, toilet room and bathroom separate","central heating, heated floors","Internet, phone, video cameras, security system, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4138,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-kalevi-panorama-majas-9-korru-3388709.html,"59.4260294,24.7672077",282340.0,3.0,74.3 m²,9/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 13.4 m², underground garage, packet windows, parquet, lift, box-room, new electricity, high ceilings, furnishing possibility","electric stove, kitchen 8.7 m²","toilet room and bathroom separate, bath","central heating, heated floors, conditioner","Internet, phone, security system, frontdoor locked, video cameras","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4139,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-kalevi-panorama-majas-8-korru-3388701.html,"59.4260294,24.7672077",256680.0,3.0,71.3 m²,8/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 3 m², box-room, new electricity, high ceilings, furnishing possibility, packet windows, lift, parquet, closed balcony, underground garage","electric stove, kitchen 7.4 m²","bath, toilet room and bathroom separate","central heating, heated floors","Internet, phone, video cameras, security system, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4140,"Apartment for sale, 3 rooms, Võistluse tn 6/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-kalevi-panorama-majas-10-korr-3388710.html,"59.4260294,24.7672077",301800.0,3.0,74.2 m²,,2020.0,all brand-new,apartment ownership,B,Data from realestate book,Notify about incorrect advertisement,"balcony 9.7 m², packet windows, parquet, lift, underground garage, box-room, new electricity, high ceilings, furnishing possibility","electric stove, kitchen 8.6 m², open kitchen, refridgerator, kitchen furniture","bath, toilet room and bathroom separate","central heating, heated floors, conditioner","Internet, phone, security system, video cameras, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4141,"Apartment for sale, 2 rooms, Võistluse tn 6/3, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/uus-2toaline-korter-kesklinnas-muua-2toaline-korte-3388731.html,"59.4260294,24.7672077",197620.0,2.0,48.2 m²,5/14,2020.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 22.3 m², parquet, lift, garage, underground garage, box-room, new electricity, high ceilings, terrace, furnishing possibility, packet windows","electric stove, kitchen 7.2 m², open kitchen",bath,"central heating, heated floors, conditioner","Internet, phone, frontdoor locked, security system, video cameras","neighbours around neighbours, surrounding buildings apartment buildings, roads in good condition roads, water body lake near",,,,,,1826.0
4142,"Apartment for sale, 3 rooms, Tiiru 5, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/viimane-kolmetoaline-selles-majas-valgre-uus-merea-3343408.html,"58.371497,24.523788",197000.0,3.0,61 m²,6/7,2019.0,all brand-new,apartment ownership,B,,,"balcony , urban water, lift, separate rooms, water, parquet, closed courtyard, electricity, box-room, show case windows",,shower,"central heating, heated floors","video cameras, frontdoor locked",water body sea near,62512:049:0023,,,,,1337.0
4143,"Apartment for sale, 3 rooms, Kalda tee 46, Annelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/valguskullane-soe-korter-tegusa-korteriuhistuga-ma-3343398.html,"58.3685608,26.7699257",79900.0,3.0,66.4 m²,3/5,1989.0,satisfactory,apartment ownership,Missing,,,,"electric stove, kitchen furniture",toilet room and bathroom separate,central heating,"Internet, cable TV, frontdoor locked","surrounding buildings apartment buildings, in the city location, roads in good condition roads, neighbours around neighbours",,,90100 € /  130140 €,,"balcony 3 m², packet windows, separate rooms, parquet, closed balcony",6633.0
4144,"Apartment for sale, Tähe tn 10, Kesklinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Stone house,https://www.kv.ee/selles-piirkonnas-kehtib-kinnisvarainvesteeringuna-3343338.html,"58.3718596,26.7280711",2200000.0,,644.2 m²,,2019.0,all brand-new,,B,Data from realestate book,Notify about incorrect advertisement,"parking free parking, high ceilings, furniture, packet windows, parquet, lift, box-room","electric stove, open kitchen, refridgerator, kitchen furniture","bath, shower, toilet room and bathroom separate, sauna, washing machine","heated floors, central heating","steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings, location in the center location",79501:002:0658,,,4.0,,9028.0
4145,"Apartment for sale, 2 rooms, Lille 6, Otepää linn, Otepää vald, Valgamaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muua-renoveerimisjargus-2toaline-korter-otepaa-kes-3343257.html,"58.0582332093612,26.4929371306885",28000.0,2.0,36.1 m²,1/2,1960.0,,apartment ownership,Missing,Data from realestate book,,"closed courtyard, box-room, new electricity, packet windows, parquet",open kitchen,"new sewerage, shower, water boiler",õhksoojuspump,,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads, neighbours around neighbours",55601:003:1461,,,,,1202.0
4146,"Apartment for sale, 3 rooms, F. R. Faehlmanni tn 8, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-3toaline-politseiaia-pargi-lahedal-asuv-3toal-3343114.html,"59.4348094,24.7705416",222490.0,3.0,71.2 m²,3/8,2005.0,renovated,apartment ownership,Missing,,,"parking free parking, separate rooms, furnishing possibility, packet windows, parquet, lift, wall cupboard, closed courtyard, TV-set","induktsioon pliit, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine",heated floors,"Internet, phone, cable TV, steel door, frontdoor locked","surrounding buildings apartment buildings, location in the center location, roads in good condition roads, neighbours around neighbours",78401:113:0260,,,,,20334.0
4147,"Apartment for sale, 5 rooms, Lennusadama 3/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3352281.html,"59.4525422,24.7323317",790000.0,5.0,166.5 m²,5/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"toilet room and bathroom separate, shower, bath, new sewerage, sauna","heated floors, central heating","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 12 m², lift, box-room, new electricity, parquet, underground garage",2406.0
4148,"Apartment for sale, 5 rooms, Lennusadama 3/3, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3352290.html,"59.4521094,24.7340094",790000.0,5.0,166.4 m²,5/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"toilet room and bathroom separate, shower, bath, new sewerage, sauna","heated floors, central heating","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 12 m², lift, box-room, new electricity, parquet, underground garage",2406.0
4149,"Apartment for sale, 4 rooms, Vesilennuki tn 18/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3343167.html,"59.4525422,24.7323317",695000.0,4.0,137.9 m²,2/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"new sewerage, shower, bath","central heating, heated floors","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 12 m², lift, box-room, new electricity, parquet, underground garage",2406.0
4150,"Apartment for sale, 4 rooms, Vesilennuki tn 18/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3343191.html,"59.4525422,24.7323317",590000.0,4.0,123.7 m²,3/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"new sewerage, shower, bath, toilet room and bathroom separate","heated floors, central heating","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 7.8 m², lift, box-room, new electricity, parquet, underground garage",2406.0
4151,"Apartment for sale, 4 rooms, Vesilennuki tn 18/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3366301.html,"59.4525422,24.7323317",620000.0,4.0,123.8 m²,4/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"toilet room and bathroom separate, shower, bath, new sewerage, sauna","heated floors, central heating","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 10.6 m², lift, box-room, new electricity, parquet, underground garage",2406.0
4152,"Apartment for sale, 4 rooms, Vesilennuki tn 18/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3347068.html,"59.4525422,24.7323317",650000.0,4.0,123.7 m²,5/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"new sewerage, shower, bath","central heating, heated floors","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 5 m², closed balcony, new electricity, parquet, lift, underground garage, box-room",2406.0
4153,"Apartment for sale, 4 rooms, Lennusadama 3/3, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3366323.html,"59.4521094,24.7340094",550000.0,4.0,122.7 m²,5/6,2023.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"new sewerage, shower, bath, toilet room and bathroom separate","heated floors, central heating","Internet, phone, cable TV, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 7.9 m², parquet, new electricity, lift, underground garage, box-room",2406.0
4154,"Apartment for sale, 4 rooms, Lennusadama 3/3, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3377937.html,"59.4521372,24.7338302",500000.0,4.0,122.7 m²,3/6,2023.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 7.9 m², lift, parquet, closed balcony, underground garage, new electricity, terrace",,"new sewerage, shower, bath, toilet room and bathroom separate","heated floors, central heating","Internet, phone, cable TV, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,,2406.0
4155,"Apartment for sale, 4 rooms, Vesilennuki tn 18/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/noblessneri-jahisadama-korvale-kerkib-2023-aasta-s-3343193.html,"59.4525422,24.7323317",770000.0,4.0,140.2 m²,3/6,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,,,"new sewerage, shower, bath","central heating, heated floors","Internet, phone, cable TV, steel door, frontdoor locked, security system","neighbours around neighbours, surrounding buildings apartment buildings, location in the center location, roads in good condition roads, Tallinna laht sea",,,,,"balcony 12 m², lift, box-room, new electricity, parquet, underground garage",2406.0
4156,"Apartment for sale, Hospidali tn 4, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-tallinna-kesklinnas-hospidali-tn-4-majas-kort-3343106.html,,,,85.4 m²,4/4,1947.0,,apartment ownership,Missing,Data from realestate book,,,,,gas heating,"steel door, frontdoor locked",,78401:110:1090,24986201.0,,,"sewerage, water, urban water, ventilation, gas, roof profiled roof",0.0
4157,"Apartment for sale, 5 rooms, Hospidali tn 4, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-tallinna-kesklinnas-hospidali-tn-4-majas-kort-3343105.html,,,5.0,114.5 m²,4/4,1947.0,,apartment ownership,Missing,,,,,,gas heating,"frontdoor locked, steel door",,78401:110:1090,24986101.0,,,"sewerage, ventilation, gas, urban water, water, roof profiled roof",0.0
4158,"Apartment for sale, 2 rooms, Sõpruse pst 230, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, kitchen area 7.4 m²",https://www.kv.ee/neile-kes-armastavad-mugavust-kaasaegsust-ja-vaiku-3343065.html,"59.4008171,24.6898347",164000.0,2.0,54 m²,3/5,2007.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony , parking free parking, furnishing possibility, furniture, dressing room, box-room, parquet","ceramic shove, kitchen 7.4 m², open kitchen, refridgerator, kitchen furniture","bath, washing machine","heated floors, central heating","Internet, steel door, video cameras, frontdoor locked, neighbourhood watch",,,,,,,11319.0
4159,"Apartment for sale, 1 rooms, Suur-Posti 2, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, log house",https://www.kv.ee/ahikuttega-1toaline-kesklinna-piirilkodu-ajaloohon-3343035.html,"58.3828889,24.5124436",53000.0,1.0,27.5 m²,1/2,1905.0,renovated,apartment ownership,Missing,Data from realestate book,,"closed courtyard, parking free parking, water, farm building, new electricity, high ceilings, separate entryway, furniture, electricity","refridgerator, kitchen furniture","water boiler, shower, washing machine",stove heating,"Internet, steel door, frontdoor locked","location in the center location, surrounding buildings apartment buildings",,,,,,6062.0
4160,"Apartment for sale, 1 rooms, Kuuse tn 24, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/uus-veelgi-soodsam-hind-muua-paikesepoolne-roduga-3343010.html,"58.9358307,23.552918",41000.0,1.0,31.8 m²,2/5,1980.0,Good condition,apartment ownership,Missing,,,"parking free parking, furnishing possibility, packet windows","electric stove, kitchen furniture","shower, bath",central heating,frontdoor locked,"surrounding buildings apartment buildings, in the city location",18301:015:0007,,,,,1217.0
4161,"Apartment for sale, 3 rooms, Lehe tn 1/2, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/krundil-paikneb-kaks-kolme-korruselist-hoonet-2006-3342997.html,"58.376906,24.5009661",350000.0,3.0,74.7 m²,1/3,2007.0,,apartment ownership,Missing,,,"balcony 9 m², parking free parking, high ceilings, closed courtyard, TV-set, separate rooms, furniture, packet windows, parquet","open kitchen, refridgerator, kitchen furniture","bath, washing machine",central heating,"Internet, phone, cable TV, steel door, frontdoor locked, security system","water body sea near, roads in good condition roads, surrounding buildings private houses and apartment buildings, location in the center location, neighbours around neighbours",62512:040:0020,2482805.0,,,,1974.0
4162,"Apartment for sale, 1 rooms, Ehitajate tee 13, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-1toaline-korter-mustamael-ehitajate-teel-kort-3342950.html,"59.399482,24.670596235937",80000.0,1.0,38.2 m²,3/14,1982.0,,apartment ownership,Missing,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,8894.0
4163,"Apartment for sale, 2 rooms, Kaarli pst 8, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/korter-on-muugis-koos-sisustusega-muua-korter-vaba-3342805.html,"59.43241,24.7383291",255000.0,2.0,65 m²,7/8,2004.0,satisfactory,apartment ownership,E,Data from realestate book,,,,,,,,,,,,,11506.0
4164,"Apartment for sale, 1 rooms, Talu tee 8, Karjaküla, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kortermuua-taielikult-renoveeritud-1toaline-korter-3342714.html,"59.334844812764,24.401922340977",33000.0,1.0,20 m²,1/2,,renovated,apartment ownership,Missing,Data from realestate book,Notify about incorrect advertisement,"public transport, urban water, parking free parking, water, electricity, near forest","electric stove, open kitchen, refridgerator, kitchen furniture","water boiler, shower",,frontdoor locked,water body river near,,,,,,61.0
4165,"Apartment for sale, 2 rooms, Härma 2/1, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/majataielikult-renoveeritud-miljoovaartuslikus-pii-3342522.html,"59.3545599,26.3622963",89999.0,2.0,52 m²,1/1,,renovated,apartment ownership,-,,,"furniture, packet windows, parquet, parking free parking, box-room, new electricity, high ceilings, separate entryway, closed courtyard, terrace","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower",heated floors,"Internet, neighbourhood watch","in the city location, roads in good condition roads",66301:006:0020,,25 € /  75 €,,,6959.0
4166,"Apartment for sale, 5 rooms, Olevimägi 5, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-luksuslik-valmimisjargus-korter-tallinna-vana-3342269.html,"59.439365,24.7475481",980000.0,5.0,212.3 m²,6/7,1850.0,,apartment ownership,Missing,Data from realestate book,,"urban water, ventilation, new electricity, separate rooms, roof apartment, organisation through the few floors, lift, roof tin roof",open kitchen,"new sewerage, bath",central heating,"security system, frontdoor locked",,78401:101:2750,,,,,18607.0
4167,"Apartment for sale, 4 rooms, Kivinuka tn 18, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/kivinuka-18-korter-4-on-kahte-suunda-avanevate-ake-3342253.html,"59.3936956,24.649885",265000.0,4.0,80.5 m²,2/2,2022.0,all brand-new,apartment ownership,A,Data from realestate book,,"balcony 5.1 m², box-room, high ceilings",,"bath, shower",,,,,,,,,711.0
4168,"Apartment for sale, 3 rooms, Kalaranna tn 8/1, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/korter-22-asub-hoone-v-korrusel-vaga-hea-planeerin-3342031.html,"59.4474609,24.7471949",412800.0,3.0,72.7 m²,5/5,2021.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 18 m², underground garage, box-room, lift, garage",,,,,,,,,,,431.0
4169,"Apartment for sale, 3 rooms, Kalaranna tn 8/2, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/hea-planeeringu-3toaline-korter-rahuldab-koik-tana-3342025.html,"59.4474609,24.7471949",385100.0,3.0,66.4 m²,5/5,2021.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 7.9 m², underground garage, box-room, lift, garage",,,,,,,,,,,431.0
4170,"Apartment for sale, 3 rooms, Kuuseheki 54, Saue linn, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/viimased-vabad-korterid-broneeri-juba-tana-saue-mo-3342015.html,"59.3295019,24.5674866",170336.0,3.0,72 m²,3/3,2022.0,all brand-new,apartment ownership,A,,,"balcony , parking free parking, box-room, closed courtyard, public transport, parquet, dressing room, ventilation, near forest, roof tar paper roof",open kitchen,"toilet room and bathroom separate, bath","central heating, heated floors","Internet, frontdoor locked",,72703:001:0367,,,,,1250.0
4171,"Apartment for sale, 2 rooms, J.Poska 34, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-avatud-planeeringuga-ainulaadne-2toaline-kort-3342013.html,"59.4391943,24.7856107",395900.0,2.0,94 m²,2/3,2007.0,,apartment ownership,B,Data from realestate book,,"parking free parking, garage","ceramic shove, open kitchen, refridgerator","shower, water boiler",gas heating,"frontdoor locked, security system, steel door",water body sea near,78401:115:0940,,,,,2491.0
