,Title,Description,Link,Location,Price,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Energy mark,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Cadastre no.,Register number,Kulud suvel/talvel,Number of floors,Additional information,population
4172,"Apartment for sale, 2 rooms, Pärnu mnt 102, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/broneeritudmuua-on-stiilne-ja-toeliselt-avar-2toal-3341990.html,"59.4184,24.7396836",159000.0,2.0,65.5 m²,3/4,1880.0,Good condition,apartment ownership,E,Data from realestate book,,"balcony 5 m², wall cupboard, new electricity, high ceilings, TV-set, separate rooms, furniture, parquet, parking free parking","electric stove, kitchen 8 m², open kitchen, refridgerator, kitchen furniture","water boiler, new sewerage, shower, washing machine","gas heating, heated floors, fireplace","Internet, phone, cable TV, security system, frontdoor locked, steel door","neighbours next to neighbours, location in the center location, surrounding buildings apartment buildings, roads in good condition roads",,,,,,5517.0
4173,"Apartment for sale, 4 rooms, Kalaranna tn 8/4, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/hea-planeeringuga-korter-asub-hoone-iv-korrusel-ko-3341962.html,"59.4474609,24.7471949",484300.0,4.0,107.9 m²,4/4,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 7 m², garage, underground garage, box-room, lift",,"sauna, shower, bath, toilet room and bathroom separate","heated floors, central heating, conditioner",,water body sea near,,,,,,431.0
4174,"Apartment for sale, 5 rooms, Mäe 4, Viljandi, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, log house",https://www.kv.ee/viljandi-vanalinnas-ulieksklusiivne-5toaline-2kord-3341958.html,"58.3650117,25.6047674",247800.0,5.0,118 m²,3/3,2017.0,renovated,apartment ownership,Missing,,,,"induktsioon pliit, open kitchen, refridgerator, kitchen furniture","new sewerage, toilet room and bathroom separate, sauna, bath, shower, washing machine","central heating, heated floors",,"roads in good condition roads, location in the center location, Viljandi järv lake 500 m",,,200 € /  350 €,,"balcony 6 m², TV-set, separate rooms, furnishing possibility, furniture, packet windows, box-room, garret, wall cupboard, new electricity, high ceilings, organisation through the few floors, closed courtyard, roof apartment",4224.0
4175,"Apartment for sale, 4 rooms, Kuuseheki 54, Saue linn, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/viimased-vabad-korterid-broneeri-juba-tana-saue-mo-3341839.html,"59.3295019,24.5674866",182464.0,4.0,77.9 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"balcony , parking free parking, box-room, closed courtyard, public transport, parquet, dressing room, ventilation, near forest, roof tar paper roof",open kitchen,"sauna, shower, toilet room and bathroom separate","central heating, heated floors","Internet, frontdoor locked",,72703:001:0367,,,,,1250.0
4176,"Apartment for sale, 1 rooms, Narva maantee 22, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-1-toaline-korter-johvi-kesklinnas-narva-mnt-2-3341804.html,"59.35887055,27.422755812226",12000.0,1.0,32.1 m²,3/3,1975.0,satisfactory,apartment ownership,F,Data from realestate book,,,,,,,,,,,,,2436.0
4177,"Apartment for sale, 3 rooms, Kuuseheki 54, Saue linn, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kolmanda-maja-korterid-nuud-muugis-broneeri-juba-t-3341788.html,"59.3295019,24.5674866",169234.0,3.0,72 m²,2/3,2022.0,all brand-new,apartment ownership,A,Data from realestate book,,"balcony , electricity, ventilation, parquet, box-room, street entrance, new electricity, public transport, urban water, near forest, roof tar paper roof",open kitchen,"toilet room and bathroom separate, new sewerage","central heating, heated floors","frontdoor locked, steel door",,,,,,,1250.0
4178,"Apartment for sale, 3 rooms, Keskuse tee 11, Kõima, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/parnust-vaid-16-km-kaugusel-muua-korter-uuema-maja-3341687.html,"58.3607289,24.2530037",45000.0,3.0,66.7 m²,4/4,2014.0,all brand-new,apartment ownership,,Data from realestate book,,"basement, roof apartment, separate rooms, parquet","open kitchen, kitchen furniture","new sewerage, shower","central heating, heated floors","frontdoor locked, steel door",,15905:004:0554,,,,,18.0
4179,"Apartment for sale, 4 rooms, Aleksandri 15, Kesklinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/pakkumisse-on-tulnud-korter-mille-asukoht-muudab-t-3341634.html,"58.3741443,26.731856",198000.0,4.0,80.8 m²,2/2,,ready,apartment ownership,Missing,Data from realestate book,,"furnishing possibility, urban water, separate rooms, fenced with garden","open kitchen, kitchen furniture",shower,gas heating,frontdoor locked,,79507:052:0017,,,,,9028.0
4180,"Apartment for sale, 2 rooms, F. R. Kreutzwaldi tn 3, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-rakvere-vanalinna-piiril-renoveeritud-korter-3341598.html,"59.3494067,26.3494673",54000.0,2.0,47.3 m²,2/2,1950.0,renovated,apartment ownership,F,,,,"electric stove, refridgerator, kitchen furniture","bath, water boiler, new sewerage, washing machine",fireplace,"neighbourhood watch, frontdoor locked",,66301:031:0210,,,,"closed courtyard, TV-set, furnishing possibility, furniture, packet windows, parquet, separate rooms, wall cupboard, new electricity, separate entryway, parking free parking, distance from Tallinn 95 km",1343.0
4181,"Apartment for sale, 3 rooms, Toomkivi 2, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341505.html,"59.3078509,24.8345749",159000.0,3.0,66.9 m²,3/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0186,,,,,1604.0
4182,"Apartment for sale, 4 rooms, Toomkivi 2, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341502.html,"59.3078509,24.8345749",189500.0,4.0,85.2 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0186,,,,,1604.0
4183,"Apartment for sale, 3 rooms, Toomkivi 2, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341499.html,"59.3078509,24.8345749",159000.0,3.0,66.6 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0186,,,,,1604.0
4184,"Apartment for sale, 3 rooms, Toomkivi 2, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341497.html,"59.3078509,24.8345749",159000.0,3.0,66.6 m²,1/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0186,,,,,1604.0
4185,"Apartment for sale, 3 rooms, Toomkivi 2, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341496.html,"59.3078509,24.8345749",159000.0,3.0,66.9 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0186,,,,,1604.0
4186,"Apartment for sale, 3 rooms, Toomkivi 2, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341493.html,"59.3078509,24.8345749",159000.0,3.0,66.9 m²,1/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0186,,,,,1604.0
4187,"Apartment for sale, 3 rooms, Toomhansu 3, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341492.html,"59.3097965,24.8367254",159000.0,3.0,66.9 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0196,,,,,1604.0
4188,"Apartment for sale, 2 rooms, Jõeküla tee 18/4, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kakumae-sudamesse-rahulikku-ja-rohelisse-vismeistr-3341447.html,"59.4412499,24.5866672",144000.0,2.0,48.7 m²,2/2,2022.0,all brand-new,apartment ownership,A,Data from realestate book,,"electricity, parquet, dressing room, box-room, urban water",open kitchen,shower,geothermic heating,"Internet, cable TV, frontdoor locked, steel door",water body sea near,,,,,,645.0
4189,"Apartment for sale, 3 rooms, Toomhansu 3, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341429.html,"59.3097965,24.8367254",159000.0,3.0,66.6 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0196,,,,,1604.0
4190,"Apartment for sale, 3 rooms, Toomhansu 3, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341428.html,"59.3097965,24.8367254",159000.0,3.0,66.9 m²,1/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0196,,,,,1604.0
4191,"Apartment for sale, 3 rooms, Toomhansu 3, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341423.html,"59.3097965,24.8367254",159000.0,3.0,66.9 m²,3/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0196,,,,,1604.0
4192,"Apartment for sale, 3 rooms, Toomhansu 3, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341421.html,"59.3097965,24.8367254",159000.0,3.0,66.6 m²,1/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0196,,,,,1604.0
4193,"Apartment for sale, 3 rooms, Toomkivi 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341415.html,"59.3078509,24.8345749",159000.0,3.0,66.9 m²,1/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0198,,,,,1604.0
4194,"Apartment for sale, 3 rooms, Toomkivi 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341413.html,"59.3078509,24.8345749",159000.0,3.0,66.9 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0198,,,,,1604.0
4195,"Apartment for sale, 3 rooms, Toomkivi 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341412.html,"59.3078509,24.8345749",159000.0,3.0,66.6 m²,1/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0198,,,,,1604.0
4196,"Apartment for sale, 3 rooms, Toomkivi 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341411.html,"59.3078509,24.8345749",159000.0,3.0,66.6 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0198,,,,,1604.0
4197,"Apartment for sale, 4 rooms, Toomkivi 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341408.html,"59.3078509,24.8345749",189500.0,4.0,85.2 m²,2/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0198,,,,,1604.0
4198,"Apartment for sale, 3 rooms, Toomkivi 4, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3341406.html,"59.3078509,24.8345749",159000.0,3.0,66.9 m²,3/3,2022.0,all brand-new,apartment ownership,A,,,"ventilation, parquet, lift, parking free parking",,,,,roads paved roads,30501:001:0198,,,,,1604.0
4199,"Apartment for sale, 3 rooms, Kärberi 39, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-3toaline-roduga-korter-mis-oli-umberplaneerit-3341328.html,"59.4480418,24.8918501",128500.0,3.0,50 m²,2/9,1985.0,,apartment ownership,-,Data from realestate book,,"balcony 3 m², new electricity, separate rooms, furniture, packet windows, lift, parking free parking, wall cupboard",electric stove,"new sewerage, shower, bath, toilet room and bathroom separate",central heating,"Internet, cable TV, video cameras, steel door",,,,69 € /  99 €,,,6160.0
4200,"Apartment for sale, 4 rooms, Järvevana tee 3e, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/privaatne-asukoht-kergliiklusteed-gaasikute-muua-a-3331717.html,"59.41961,24.7719859",187700.0,4.0,78.9 m²,2/3,1978.0,needs renovating,apartment ownership,Missing,,,"parking free parking, packet windows, box-room, furnishing possibility, furniture","refridgerator, kitchen furniture","shower, bath, washing machine",gas heating,"phone, cable TV, steel door, frontdoor locked",,,,140 € /  210 €,,,1826.0
